popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
34,0.0183,0.544,-1,0.784,0.0172,0.266,-5.031,0.0615,168.364,0.462
27,0.505,0.65,217227,0.383,0.0,0.392,-13.074,0.0464,110.522,0.864
21,0.933,0.16,512173,0.0744,0.761,0.0785,-22.592,0.0408,119.9529606,0.0761
73,0.0249,0.413,-1,0.677,0.0,0.0793,-5.12,0.255,119.9529606,0.0845
51,0.316,0.474,233853,0.508,0.0,0.166,-6.845,0.0235,77.31,0.358
23,0.146,0.72,228923,0.425,0.108,0.785,-14.148,0.71,129.929,0.548
52,0.00372,0.326,210520,0.935,7.55e-06,0.302,-5.69,0.0698,135.762,0.17
57,0.786,0.127,288733,0.335,0.427,0.111,-8.298,0.0329,77.078,0.0686
29,0.0684,0.437,226560,0.722,0.848,0.133,-8.987,0.0457,139.077,0.192
62,0.985,0.657,86944,0.431,0.0,0.149,-11.147,0.541,83.509,0.935
42,0.205,0.496,177000,0.895,0.0,0.0626,-4.027,0.147,119.9529606,0.654
28,0.00531,0.531,249600,0.964,0.0273,0.0832,-1.971,0.533,150.237,0.198
56,0.321,0.467,208320,0.488,2.81e-05,0.148,-10.181,0.198,111.838,0.267
76,0.194,0.657,266893,0.629,0.0,0.254,-4.938,0.0782,93.985,0.726
43,0.989,0.198,-1,0.0382,0.969,0.17,-29.885,0.0443,136.392,0.127
29,0.506,0.847,183573,0.356,0.0352,0.115,-15.243,0.242,126.902,0.741
51,0.742,0.603,234080,0.36,0.0,0.233,-8.841,0.0309,122.021,0.347
34,0.441,0.562,157307,0.728,3.33e-05,0.351,-9.14,0.0984,78.205,0.731
30,0.982,0.56,61867,0.147,0.393,0.0852,-24.839,0.0413,164.163,0.576
50,0.0664,0.419,271027,0.71,0.0,0.0967,-5.659,0.0321,143.968,0.242
62,0.0855,0.686,154373,0.67,0.0,0.12,-7.626,0.225,173.915,0.636
32,0.0792,0.364,431936,0.752,1.57e-05,0.0966,-5.623,0.1,173.715,0.636
70,0.155,0.491,323307,0.523,0.0,0.405,-9.417,0.592,73.79,0.243
61,0.00695,0.793,225600,0.554,0.0,0.127,-6.624,0.0451,119.993,0.225
56,0.085,0.752,228907,0.619,0.0,0.107,-8.156,0.0864,119.9529606,0.386
52,0.0911,0.433,254867,0.675,0.293,0.159,-6.702,0.0337,137.268,0.184
59,0.293,0.786,248506,0.625,0.0,0.15,-4.194,0.0542,123.983,0.216
72,0.411,0.673,215067,0.395,0.00546,0.122,-8.639,0.123,170.074,0.137
52,0.0314,0.725,201920,0.55,0.0,0.0892,-6.588,0.0436,76.011,0.785
70,0.00735,0.756,170539,0.814,0.0,0.143,-5.398,0.0416,146.99,0.709
54,0.257,0.69,329627,0.877,0.0,0.14,-4.074,0.264,92.165,0.779
40,0.0129,0.339,233160,0.677,0.00162,0.105,-11.843,0.0453,187.622,0.223
73,0.17,0.837,-1,0.549,0.0,0.057,-5.722,0.167,121.954,0.209
59,0.408,0.888,236947,0.687,0.0,0.0615,-7.744,0.107,115.034,0.432
46,0.00764,0.377,259773,0.903,9.74e-05,0.109,-6.423,0.0739,195.909,0.353
42,1.46e-05,0.433,230613,0.943,0.0314,0.222,-4.483,0.0673,96.006,0.262
50,0.011,0.672,173933,0.5,0.012,0.287,-18.39,0.0445,105.357,0.962
50,0.0506,0.502,211147,0.78,0.000518,0.0897,-5.271,0.0339,78.99,0.383
64,6.06e-05,0.451,194227,0.815,0.0,0.27,-5.55,0.0368,147.974,0.618
69,0.299,0.726,211212,0.665,0.0,0.179,-5.611,0.0722,104.239,0.807
46,0.0328,0.569,204933,0.948,0.925,0.0928,-7.536,0.0512,192.043,0.876
42,0.633,0.606,218293,0.342,6.84e-05,0.297,-13.197,0.0301,78.019,0.432
54,0.936,0.696,131024,0.234,4.3e-05,0.114,-14.541,0.0383,130.302,0.484
25,0.99,0.296,263240,0.234,0.885,0.0781,-19.277,0.043,129.471,0.294
41,0.00241,0.534,196597,0.931,0.852,0.356,-3.817,0.0708,140.031,0.328
35,0.0497,0.669,190119,0.793,4.86e-05,0.142,-6.898,0.153,127.994,0.439
48,0.787,0.74,130293,0.565,0.0,0.38,-9.483,0.0541,113.713,0.844
49,0.462,0.525,191200,0.882,0.0,0.282,-8.624,0.0386,119.9529606,0.964
37,0.183,0.457,270690,0.92,0.955,0.206,-5.675,0.0441,73.984,0.595
25,0.959,0.463,351587,0.039,0.726,0.106,-16.647,0.0728,77.222,0.0979
40,0.000303,0.711,284093,0.954,0.834,0.07,-7.914,0.0707,124.982,0.897
29,0.916,0.23,664600,0.0408,0.222,0.0855,-23.741,0.0459,119.9529606,0.105
46,0.00191,0.504,251773,0.952,0.0,0.699,-3.449,0.0638,104.007,0.237
26,0.379,0.57,282373,0.949,0.351,0.0928,-3.529,0.118,119.9529606,0.807
37,0.0468,0.513,230040,0.701,4.83e-06,0.349,-5.592,0.0281,144.944,0.302
50,0.366,0.542,-1,0.566,5.14e-06,0.0979,-5.99,0.0561,153.479,0.408
47,0.0237,0.682,241120,0.523,0.0,0.18,-9.69,0.335,170.049,0.366
67,0.299,0.575,204040,0.684,0.0,0.614,-6.007,0.325,172.155,0.926
13,0.812,0.615,109107,0.229,0.953,0.165,-18.944,0.0472,184.591,0.0863
57,0.972,0.193,208040,0.0329,0.929,0.0978,-28.228,0.046,82.165,0.0366
56,0.00579,0.939,144453,0.373,0.0,0.274,-7.779,0.227,119.953,0.0602
54,0.0161,0.739,238339,0.539,0.0,0.235,-9.735,0.337,85.082,0.835
62,0.326,0.515,286707,0.505,0.0,0.102,-5.606,0.0294,150.063,0.538
42,0.0295,0.291,194679,0.598,0.00227,0.0738,-6.972,0.0394,146.245,0.186
